skill_a,skill_b,path_a,path_b,score,status,actionable,scope_a,scope_b
agent-team-work,agent-team-work,.release-dist.J16N8f/install-simulation/simulate-agent-team-work/agent-team-work,.,1.0,collision,True,release,release
